,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
113,Vicente Guaita,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,Jorginho,Scored,,59.875,146.888671875,36.6875,100.1513671875,79.75,84.26171875,96.3125,87.8330078125,106.25,131.05078125,149.3125,168.1611328125,89.6875,84.4169921875,59.875,57.451171875,56.5625,57.3994140625,26.75,37.05859375,63.1875,150.2529296875,46.625,87.056640625,43.3125,57.1923828125,73.125,60.970703125,109.5625,91.3525390625,155.9375,164.9521484375
114,Nick Pope,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League,Callum Wilson,Scored,,225.0625,426.2978515625,129.84375,303.62255859375,216.40625,270.35009765625,268.34375,262.50537109375,389.53125,359.61767578125,467.4375,456.0537109375,233.71875,261.96435546875,190.4375,131.4443359375,181.78125,105.34033203125,155.8125,18.3720703125,43.28125,310.92626953125,77.90625,224.90478515625,129.84375,147.81005859375,251.03125,115.07861328125,311.625,176.619140625,363.5625,238.0244140625
115,Hugo Lloris,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,Bruno Fernandes,Scored,,51.375,120.474609375,54.09375,98.76708984375,84.0,82.921875,113.90625,75.23291015625,94.875,96.685546875,97.59375,134.79052734375,89.4375,83.0068359375,73.125,52.845703125,75.84375,52.88818359375,56.8125,33.5595703125,48.65625,93.24462890625,56.8125,79.7783203125,64.96875,58.15576171875,84.0,50.296875,62.25,77.14453125,43.21875,95.87841796875
116,David de Gea,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,Harry Kane,Scored,,135.65625,129.94775390625,113.90625,113.29541015625,89.4375,72.1318359375,67.6875,79.9482421875,67.6875,96.2607421875,132.9375,127.1865234375,75.84375,77.35693359375,73.125,58.283203125,73.125,58.283203125,108.46875,126.80419921875,62.25,128.80078125,116.625,113.337890625,108.46875,113.21044921875,70.40625,58.24072265625,64.96875,69.03076171875,64.96875,128.84326171875
117,Karl Darlow,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,Bruno Fernandes,Missed,,105.75,124.04296875,94.875,110.279296875,64.96875,93.49951171875,73.125,88.189453125,97.59375,110.32177734375,111.1875,126.8466796875,70.40625,90.86572265625,75.84375,61.04443359375,75.84375,58.32568359375,94.875,36.873046875,59.53125,98.85205078125,51.375,85.130859375,62.25,66.26953125,81.28125,61.12939453125,78.5625,71.9619140625,86.71875,72.08935546875
118,Alphonse Areola,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,Billy Sharp,Scored,,178.5,147.7890625,136.5,122.6328125,108.5,94.1953125,101.5,94.0859375,45.5,110.7109375,77.0,149.703125,101.5,94.0859375,105.0,97.640625,105.0,94.140625,122.5,111.9140625,119.0,94.359375,122.5,76.9140625,119.0,97.859375,66.5,93.5390625,66.5,104.0390625,112.0,90.75
119,Aaron Ramsdale,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,Aleksandar Mitrović,Missed,1.0,112.9375,248.9990234375,45.125,180.126953125,88.71875,161.43310546875,122.625,152.275390625,171.0625,201.4697265625,229.1875,270.1904296875,108.09375,156.89208984375,88.71875,79.08935546875,93.5625,79.1650390625,93.5625,16.1962890625,20.90625,145.84228515625,30.59375,131.46240234375,49.96875,78.48388671875,132.3125,79.7705078125,156.53125,123.74267578125,142.0,142.890625
120,Mathew Ryan,/en/matches/e96818bc/Crystal-Palace-Brighton-and-Hove-Albion-October-18-2020-Premier-League,Wilfried Zaha,Scored,,73.375,154.443359375,42.125,122.705078125,70.25,98.14453125,95.25,95.41015625,95.25,132.91015625,135.875,167.919921875,85.875,95.263671875,60.875,51.123046875,60.875,44.873046875,51.5,10.3515625,42.125,110.205078125,42.125,85.205078125,45.25,50.87890625,76.5,51.3671875,76.5,66.9921875,64.0,63.671875
121,Alisson,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,Sander Berge,Scored,,58.84375,137.68505859375,64.90625,134.74853515625,58.84375,107.37255859375,77.03125,104.62548828125,95.21875,135.22216796875,125.53125,156.91455078125,67.9375,107.5146484375,61.875,71.044921875,58.84375,70.99755859375,52.78125,46.65283203125,55.8125,89.1376953125,49.75,89.04296875,46.71875,70.80810546875,74.0,71.234375,80.0625,80.4228515625,89.15625,95.72119140625
122,Łukasz Fabiański,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,Mohamed Salah,Scored,,100.90625,146.76416015625,117.96875,112.90576171875,95.21875,81.26904296875,86.6875,81.1357421875,63.9375,120.5927734375,29.8125,148.4970703125,89.53125,81.18017578125,117.96875,58.87451171875,120.8125,53.2314453125,137.875,33.591796875,92.375,146.630859375,120.8125,36.1689453125,120.8125,56.0751953125,129.34375,53.36474609375,72.46875,83.75732421875,72.46875,89.44482421875
123,Alex McCarthy,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,Ollie Watkins,Scored,,125.96875,231.53076171875,69.5,165.4921875,99.90625,139.90478515625,130.3125,131.6923828125,178.09375,180.22021484375,230.21875,220.12841796875,117.28125,135.83251953125,91.21875,65.92529296875,91.21875,57.23779296875,78.1875,9.2529296875,43.4375,152.0537109375,56.46875,117.50732421875,60.8125,74.1376953125,125.96875,62.12451171875,147.6875,97.2138671875,169.40625,136.64697265625
124,Robin Olsen,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,Callum Wilson,Scored,,71.3125,120.7705078125,40.03125,94.68798828125,74.15625,81.00244140625,91.21875,81.26904296875,82.6875,115.2607421875,113.96875,144.18701171875,82.6875,81.1357421875,68.46875,46.78857421875,68.46875,43.94482421875,51.40625,20.92822265625,45.71875,86.24560546875,62.78125,69.44970703125,57.09375,46.61083984375,74.15625,44.03369140625,99.75,61.49609375,99.75,78.55859375
125,David de Gea,/en/matches/75dd1359/Manchester-United-Arsenal-November-1-2020-Premier-League,Pierre-Emerick Aubameyang,Scored,,69.75,176.87109375,47.0,127.765625,50.25,101.81640625,69.75,98.87109375,108.75,128.73046875,147.75,178.08984375,56.75,101.91796875,60.0,49.96875,56.75,46.66796875,47.0,14.015625,108.75,99.48046875,21.0,65.609375,37.25,49.61328125,76.25,50.22265625,92.5,76.4765625,118.5,115.8828125
126,Robert Sánchez,/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,Harry Kane,Scored,,104.75,212.32421875,96.0,164.0625,52.25,141.50390625,91.625,137.744140625,131.0,190.859375,113.5,212.4609375,74.125,141.845703125,91.625,72.119140625,96.0,63.4375,117.875,24.404296875,26.0,132.34375,39.125,106.298828125,69.75,67.40234375,113.5,72.4609375,117.875,111.904296875,126.625,138.291015625
127,Illan Meslier,/en/matches/55d775ec/Leeds-United-Leicester-City-November-2-2020-Premier-League,Youri Tielemans,Scored,,43.3125,230.6767578125,125.125,183.830078125,168.4375,146.0068359375,202.125,151.345703125,211.75,209.24609375,144.375,256.318359375,182.875,146.232421875,173.25,107.58203125,173.25,107.58203125,168.4375,69.0068359375,149.1875,107.2060546875,154.0,121.71875,158.8125,107.3564453125,192.5,103.0703125,211.75,98.55859375,173.25,78.70703125
128,Łukasz Fabiański,/en/matches/f075fddc/West-Ham-United-Fulham-November-7-2020-Premier-League,Ademola Lookman,Missed,,52.25,150.56640625,39.25,111.36328125,84.75,102.32421875,101.0,99.328125,97.75,131.77734375,133.5,171.3359375,94.5,102.4765625,58.75,66.16796875,58.75,66.16796875,32.75,43.01171875,52.25,101.81640625,58.75,98.66796875,49.0,69.265625,68.5,59.8203125,97.75,73.27734375,120.5,96.3828125
129,Rui Patrício,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,Jamie Vardy,Scored,,158.5,171.5390625,126.0,138.53125,93.5,89.2734375,67.5,105.1171875,197.5,3.1484375,116.25,180.62890625,83.75,98.87109375,90.25,131.47265625,93.5,131.5234375,103.25,147.92578125,158.5,168.2890625,135.75,148.43359375,116.25,128.62890625,70.75,137.66796875,83.75,160.62109375,113.0,177.328125
130,Rui Patrício,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,Jamie Vardy,Missed,,118.375,182.443359375,78.25,151.72265625,74.90625,104.85791015625,108.34375,95.34912109375,131.75,139.18359375,168.53125,176.53955078125,94.96875,98.48388671875,84.9375,48.1708984375,84.9375,38.1396484375,91.625,11.494140625,68.21875,81.34716796875,64.875,64.576171875,68.21875,41.22216796875,108.34375,41.84912109375,101.65625,58.46337890625,84.9375,81.6083984375
131,Alisson,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,Kevin De Bruyne,Missed,1.0,26.5,92.6484375,66.28125,86.98876953125,66.28125,72.33251953125,70.46875,72.39794921875,70.46875,87.05419921875,32.78125,96.93408203125,64.1875,68.1123046875,70.46875,47.27294921875,70.46875,49.36669921875,72.5625,28.4619140625,43.25,67.78515625,51.625,55.353515625,57.90625,44.98291015625,83.03125,49.56298828125,87.21875,62.19091796875,41.15625,71.93994140625
132,Ederson,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,Mohamed Salah,Scored,,-6.5625,875.2724609375,98.875,650.982421875,234.4375,457.2880859375,370.0,444.34375,520.625,657.572265625,626.0625,855.0322265625,309.75,443.40234375,324.8125,187.5751953125,324.8125,157.4501953125,324.8125,6.8251953125,68.75,409.51171875,98.875,259.357421875,204.3125,185.6923828125,430.25,189.22265625,490.5,265.4765625,580.875,357.263671875
133,Sam Johnstone,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,Bruno Fernandes,Scored,,61.8125,155.6064453125,61.8125,123.4189453125,106.875,91.935546875,129.40625,92.28759765625,106.875,111.248046875,87.5625,162.4462890625,116.53125,95.30517578125,90.78125,62.71533203125,90.78125,62.71533203125,58.59375,52.55615234375,36.0625,110.1416015625,52.15625,87.86181640625,68.25,65.58203125,103.65625,59.69775390625,145.5,92.5390625,74.6875,72.1201171875
134,Jordan Pickford,/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League,Ivan Cavaleiro,Missed,,119.75,169.38671875,97.21875,123.97216796875,52.15625,100.73681640625,61.8125,97.6689453125,97.21875,114.31591796875,113.3125,166.0673828125,61.8125,97.6689453125,94.0,56.328125,90.78125,56.27783203125,100.4375,24.2412109375,45.71875,132.82373046875,48.9375,87.8115234375,71.46875,55.97607421875,113.3125,53.4111328125,116.53125,82.43017578125,126.1875,121.2060546875
135,Alisson,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,Neal Maupay,Missed,1.0,70.9375,165.1552734375,38.875,125.466796875,103.0,119.34375,117.25,116.00390625,131.5,155.4140625,177.8125,191.7626953125,113.6875,115.9482421875,92.3125,83.5517578125,92.3125,83.5517578125,63.8125,61.7314453125,67.375,108.099609375,60.25,93.73828125,81.625,86.947265625,103.0,87.28125,113.6875,94.5732421875,120.8125,126.7470703125
136,Alisson,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,Pascal Groß,Scored,,78.125,191.283203125,96.71875,154.38623046875,59.53125,120.33642578125,85.5625,117.0244140625,122.75,162.23046875,107.875,188.029296875,70.6875,116.7919921875,100.4375,61.4755859375,100.4375,57.7568359375,115.3125,20.8017578125,133.90625,117.77978515625,74.40625,94.53759765625,81.84375,61.18505859375,119.03125,58.04736328125,122.75,91.57421875,133.90625,114.06103515625
137,Kasper Schmeichel,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League,Ivan Cavaleiro,Scored,,27.0,174.921875,74.25,145.28515625,101.25,105.20703125,121.5,115.6484375,131.625,139.431640625,135.0,166.484375,111.375,112.115234375,151.875,58.748046875,155.25,52.05078125,172.125,18.564453125,91.125,84.798828125,111.375,71.615234375,135.0,51.734375,172.125,59.064453125,162.0,82.53125,158.625,109.478515625
138,Łukasz Fabiański,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,Ollie Watkins,Missed,1.0,117.8125,289.8720703125,79.09375,233.95458984375,90.15625,173.28369140625,134.40625,168.44384765625,206.3125,235.9423828125,250.5625,297.4775390625,112.28125,168.09814453125,95.6875,84.8701171875,95.6875,79.3388671875,95.6875,24.0263671875,40.375,194.630859375,34.84375,111.57568359375,51.4375,89.7099609375,139.9375,85.5615234375,178.65625,108.29150390625,189.71875,147.18310546875
139,Alphonse Areola,/en/matches/887dfef6/Manchester-City-Fulham-December-5-2020-Premier-League,Kevin De Bruyne,Scored,,152.625,225.884765625,97.125,164.892578125,87.875,109.248046875,124.875,95.951171875,175.75,152.24609375,235.875,199.435546875,106.375,100.287109375,97.125,109.392578125,97.125,109.392578125,92.5,72.3203125,50.875,104.044921875,50.875,104.044921875,83.25,113.80078125,115.625,95.806640625,129.5,45.1484375,92.5,58.4453125
140,Alex McCarthy,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,Pascal Groß,Scored,,75.25,146.05078125,49.5,113.4609375,81.6875,91.4326171875,104.21875,85.34716796875,110.65625,136.94775390625,152.5,163.3515625,94.5625,88.4150390625,65.59375,52.55615234375,62.375,49.287109375,36.625,26.353515625,33.40625,77.80322265625,62.375,68.599609375,55.9375,52.4052734375,75.25,52.70703125,88.125,81.876953125,75.25,94.55078125
141,Mathew Ryan,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,Danny Ings,Scored,,44.96875,136.99951171875,47.6875,98.9794921875,69.4375,83.0068359375,80.3125,85.8955078125,50.40625,101.74072265625,69.4375,129.2255859375,74.875,85.810546875,53.125,50.126953125,50.40625,44.64697265625,36.8125,19.9658203125,31.375,90.568359375,44.96875,74.46826171875,47.6875,50.0419921875,61.28125,52.97314453125,85.75,77.82421875,85.75,105.01171875
142,Łukasz Fabiański,/en/matches/2d36ffad/Leeds-United-West-Ham-United-December-11-2020-Premier-League,Mateusz Klich,Scored,,33.6875,441.6982421875,84.5,340.8671875,169.1875,232.0966796875,236.9375,241.6240234375,313.15625,344.43994140625,363.96875,463.79638671875,203.0625,232.6259765625,203.0625,105.5947265625,203.0625,105.5947265625,220.0,29.640625,84.5,146.0859375,101.4375,120.9443359375,152.25,104.80078125,262.34375,106.52099609375,338.5625,124.6494140625,347.03125,150.18798828125
143,Rui Patrício,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,Anwar El Ghazi,Scored,,240.6875,469.9169921875,178.125,370.626953125,124.5,316.1640625,204.9375,308.4833984375,276.4375,434.7255859375,285.375,488.490234375,169.1875,307.9248046875,151.3125,146.7705078125,160.25,137.97265625,187.0625,31.1416015625,44.0625,314.9072265625,35.125,243.267578125,79.8125,154.5908203125,231.75,121.21484375,267.5,211.1484375,294.3125,274.1298828125
144,Edouard Mendy,/en/matches/4847e3c3/Everton-Chelsea-December-12-2020-Premier-League,Gylfi Sigurðsson,Scored,,78.0,148.0625,72.25,99.09765625,29.125,98.423828125,52.125,95.908203125,101.0,119.671875,83.75,130.90234375,43.5,98.6484375,75.125,58.892578125,80.875,50.357421875,95.25,21.83203125,34.875,118.638671875,23.375,89.708984375,55.0,55.703125,95.25,59.20703125,103.875,79.466796875,118.25,102.69140625
145,Alphonse Areola,/en/matches/5abb0bd1/Fulham-Liverpool-December-13-2020-Premier-League,Mohamed Salah,Scored,,88.125,373.251953125,154.21875,264.12841796875,220.3125,191.7236328125,301.09375,192.98583984375,345.15625,274.45556640625,403.90625,370.84228515625,264.375,192.412109375,264.375,96.943359375,264.375,111.630859375,271.71875,30.96435546875,146.875,227.294921875,176.25,176.34765625,198.28125,95.91064453125,323.125,105.205078125,359.84375,186.56005859375,374.53125,252.88330078125
146,Jordan Pickford,/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,Nicolas Pépé,Scored,,96.6875,145.6357421875,96.6875,104.5107421875,126.0625,90.2822265625,108.4375,95.8818359375,67.3125,112.8642578125,93.75,139.71484375,114.3125,93.0361328125,82.0,57.28125,82.0,54.34375,76.125,27.814453125,43.8125,91.9345703125,76.125,74.814453125,93.75,54.52734375,73.1875,60.0810546875,46.75,80.23046875,35.0,94.734375
147,Alphonse Areola,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,Callum Wilson,Scored,,38.375,202.287109375,81.0,152.578125,119.75,106.68359375,154.625,114.978515625,166.25,146.16015625,115.875,207.373046875,135.25,110.80078125,150.75,72.29296875,150.75,72.29296875,135.25,75.92578125,73.25,94.33203125,92.625,55.884765625,123.625,71.869140625,174.0,72.65625,193.375,80.708984375,174.0,84.28125
148,Hugo Lloris,/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,Jamie Vardy,Scored,,47.75,124.12109375,29.8125,98.2158203125,58.0,73.03125,68.25,73.19140625,40.0625,103.5009765625,58.0,131.96875,63.125,73.111328125,42.625,39.478515625,40.0625,29.1884765625,27.25,21.30078125,86.1875,60.6591796875,65.6875,42.4013671875,47.75,36.99609375,45.1875,36.9560546875,70.8125,50.1689453125,47.75,31.87109375
149,Illan Meslier,/en/matches/b7ab53b3/Manchester-United-Leeds-United-December-20-2020-Premier-League,Bruno Fernandes,Scored,,54.75,201.29296875,73.0,169.640625,86.6875,142.4794921875,146.0,147.96875,205.3125,153.4580078125,237.25,217.83203125,123.1875,147.6123046875,123.1875,65.4873046875,118.625,65.416015625,132.3125,15.4423828125,36.5,150.8203125,41.0625,100.7041015625,86.6875,55.7919921875,159.6875,75.1826171875,191.625,116.744140625,205.3125,153.4580078125
150,Sam Johnstone,/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,Anwar El Ghazi,Scored,,46.875,139.123046875,49.75,110.41796875,72.75,90.65234375,90.0,90.921875,69.875,107.857421875,49.75,139.16796875,81.375,90.787109375,64.125,56.017578125,61.25,50.22265625,46.875,24.123046875,26.75,101.43359375,41.125,81.533203125,49.75,58.66796875,75.625,56.197265625,69.875,73.357421875,58.375,73.177734375
151,Nick Pope,/en/matches/4e106790/Burnley-Wolverhampton-Wanderers-December-21-2020-Premier-League,Fábio Silva,Scored,,162.375,414.490234375,70.875,298.685546875,139.5,246.3828125,223.375,240.068359375,299.625,348.009765625,383.5,440.8203125,185.25,239.47265625,170.0,117.234375,170.0,94.359375,147.125,17.751953125,48.0,267.828125,63.25,207.06640625,116.625,124.025390625,231.0,110.5625,284.375,180.021484375,330.125,249.361328125
152,Edouard Mendy,/en/matches/c5de8a0c/North-West-London-Derby-Arsenal-Chelsea-December-26-2020-Premier-League,Alexandre Lacazette,Scored,,560.75,603.30859375,109.75,350.26171875,181.5,371.8828125,273.75,363.07421875,407.0,467.65625,161.0,576.5625,232.75,362.43359375,212.25,187.86328125,202.0,197.953125,212.25,34.11328125,68.75,452.12109375,79.0,329.28125,109.75,186.26171875,304.5,168.8046875,427.5,293.7265625,489.0,417.6875
153,Bernd Leno,/en/matches/c5de8a0c/North-West-London-Derby-Arsenal-Chelsea-December-26-2020-Premier-League,Jorginho,Missed,,40.0625,169.6728515625,53.8125,135.5126953125,77.875,108.388671875,77.875,108.388671875,84.75,142.87109375,98.5,177.4609375,77.875,108.388671875,60.6875,73.7451171875,57.25,73.69140625,46.9375,59.7802734375,60.6875,73.7451171875,74.4375,73.9599609375,57.25,73.69140625,64.125,63.486328125,67.5625,73.8525390625,50.375,73.583984375
154,Nick Pope,/en/matches/d54f6293/Leeds-United-Burnley-December-27-2020-Premier-League,Patrick Bamford,Scored,,221.71875,321.83935546875,141.09375,253.39208984375,167.96875,200.06201171875,215.0,187.359375,275.46875,242.05419921875,342.65625,303.57275390625,188.125,200.376953125,147.8125,105.6845703125,141.09375,98.86083984375,127.65625,38.18212890625,47.03125,245.20361328125,67.1875,178.3310546875,94.0625,125.0009765625,194.84375,92.98193359375,241.875,147.466796875,288.90625,208.67041015625
155,Vicente Guaita,/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League,Kelechi Iheanacho,Missed,,28.40625,163.72509765625,78.90625,123.48291015625,75.75,82.40234375,104.15625,86.00244140625,148.34375,83.53662109375,145.1875,143.4560546875,94.6875,82.6982421875,123.09375,54.73583984375,119.9375,54.6865234375,145.1875,26.6748046875,59.96875,97.93701171875,75.75,69.77734375,101.0,48.078125,142.03125,55.03173828125,145.1875,89.7998046875,148.34375,137.19287109375
156,Emiliano Martínez,/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League,Bruno Fernandes,Scored,,168.9375,242.0458984375,99.375,191.271484375,114.28125,131.87939453125,159.0,122.640625,208.6875,192.9794921875,273.28125,253.61376953125,134.15625,132.18994140625,89.4375,66.8974609375,89.4375,66.8974609375,59.625,21.712890625,29.8125,170.3095703125,49.6875,110.9951171875,59.625,71.400390625,124.21875,62.47216796875,144.09375,87.62646484375,109.3125,97.0205078125
157,Illan Meslier,/en/matches/93463aad/Tottenham-Hotspur-Leeds-United-January-2-2021-Premier-League,Harry Kane,Scored,,65.375,166.693359375,75.5,136.4765625,62.0,102.515625,78.875,85.904296875,99.125,136.845703125,68.75,163.37109375,68.75,95.87109375,95.75,65.91796875,99.125,59.220703125,119.375,29.162109375,45.125,102.251953125,45.125,78.626953125,82.25,65.70703125,105.875,66.076171875,112.625,96.556640625,129.5,127.1953125
158,Rui Patrício,/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League,Neal Maupay,Scored,,143.375,247.365234375,148.0,173.4375,171.125,127.548828125,198.875,137.232421875,101.75,195.83984375,143.375,256.615234375,180.375,132.318359375,231.25,72.98828125,235.875,68.435546875,74.0,79.78125,41.625,241.150390625,245.125,147.205078125,212.75,54.19921875,263.625,78.119140625,92.5,200.3203125,46.25,250.47265625
159,Robert Sánchez,/en/matches/abeb80b7/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-January-2-2021-Premier-League,Rúben Neves,Scored,,99.5625,344.7431640625,80.53125,261.97705078125,93.21875,217.76904296875,150.3125,218.6611328125,213.75,289.43359375,258.15625,366.25244140625,118.59375,218.16552734375,118.59375,97.63427734375,118.59375,78.60302734375,118.59375,8.82177734375,17.09375,197.54833984375,36.125,159.783203125,61.5,96.7421875,175.6875,104.8701171875,207.40625,168.80322265625,226.4375,226.1943359375
160,Karl Darlow,/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League,Billy Sharp,Scored,,44.5,226.9609375,100.96875,180.06201171875,122.6875,132.6201171875,148.75,133.02734375,135.71875,184.94873046875,44.5,231.3046875,131.375,137.099609375,135.71875,76.35498046875,131.375,76.287109375,127.03125,19.75048828125,74.90625,136.21728515625,83.59375,105.94677734375,109.65625,71.60400390625,157.4375,85.3818359375,166.125,141.986328125,157.4375,185.2880859375
161,Robert Sánchez,/en/matches/9926f1f0/Manchester-City-Brighton-and-Hove-Albion-January-13-2021-Premier-League,Raheem Sterling,Missed,,273.0,256.015625,210.0,213.03125,157.5,138.7109375,136.5,133.1328125,94.5,190.2265625,157.5,264.7109375,141.75,138.46484375,168.0,65.375,162.75,65.29296875,210.0,60.78125,173.25,138.95703125,178.5,102.2890625,189.0,65.703125,152.25,65.12890625,126.0,80.46875,152.25,138.62890625
162,Rui Patrício,/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,Matheus Pereira,Scored,,33.46875,245.14794921875,100.40625,203.16259765625,157.78125,151.46533203125,196.03125,171.18798828125,219.9375,195.4677734375,143.4375,256.4287109375,167.34375,165.95849609375,219.9375,75.9365234375,219.9375,71.1552734375,239.0625,23.6416015625,172.125,146.908203125,167.34375,108.58349609375,176.90625,60.92041015625,253.40625,86.02197265625,253.40625,148.17822265625,243.84375,205.40380859375
163,Rui Patrício,/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,Matheus Pereira,Scored,,161.375,361.552734375,97.3125,238.8330078125,122.9375,200.7958984375,180.59375,195.29052734375,238.25,260.25390625,315.125,338.330078125,154.96875,194.89013671875,97.3125,97.8955078125,103.71875,97.99560546875,65.28125,26.92626953125,65.28125,206.30126953125,58.875,186.982421875,39.65625,116.21337890625,154.96875,85.98388671875,199.8125,131.5283203125,219.03125,176.67236328125
164,Emiliano Martínez,/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League,İlkay Gündoğan,Scored,,92.6875,135.1513671875,76.0,120.984375,34.28125,86.95751953125,53.75,84.48046875,64.875,109.685546875,148.3125,2.5205078125,42.625,87.087890625,67.65625,56.88525390625,67.65625,56.88525390625,87.125,34.939453125,37.0625,117.5947265625,42.625,87.087890625,53.75,65.01171875,81.5625,54.3212890625,92.6875,73.9638671875,101.03125,93.56298828125
165,Alisson,/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League,Ashley Barnes,Scored,,23.40625,167.33447265625,126.46875,108.31982421875,77.96875,83.31201171875,62.8125,83.0751953125,59.78125,128.49658203125,35.53125,161.46142578125,68.875,83.169921875,81.0,13.640625,87.0625,10.7041015625,111.3125,1.9892578125,87.0625,59.2041015625,99.1875,47.2685546875,87.0625,16.7666015625,62.8125,16.3876953125,71.90625,46.84228515625,81.0,46.984375
166,Rúnar Alex Rúnarsson,/en/matches/558fa672/Wolverhampton-Wanderers-Arsenal-February-2-2021-Premier-League,Rúben Neves,Scored,,93.125,150.236328125,81.0,110.640625,53.71875,92.02685546875,44.625,94.916015625,68.875,116.513671875,68.875,131.669921875,47.65625,94.96337890625,74.9375,62.0458984375,74.9375,59.0146484375,74.9375,25.6708984375,114.34375,96.00537109375,93.125,74.455078125,81.0,59.109375,68.875,61.951171875,99.1875,80.6123046875,111.3125,92.9267578125
167,Alex McCarthy,/en/matches/37a9f2fd/Manchester-United-Southampton-February-2-2021-Premier-League,Bruno Fernandes,Scored,,136.5,193.0078125,167.0,140.109375,113.625,116.400390625,90.75,112.23046875,83.125,176.923828125,75.5,203.4921875,102.1875,120.0341796875,136.5,59.5703125,140.3125,55.8173828125,167.0,29.546875,147.9375,82.6240234375,147.9375,94.0615234375,155.5625,67.4931640625,113.625,51.587890625,102.1875,66.6591796875,151.75,113.18359375
168,Hugo Lloris,/en/matches/7d98a679/Tottenham-Hotspur-Chelsea-February-4-2021-Premier-League,Jorginho,Scored,,149.375,165.052734375,98.375,138.755859375,107.9375,91.0927734375,95.1875,90.8935546875,41.0,109.171875,79.25,141.64453125,98.375,90.943359375,66.5,52.1953125,66.5,52.1953125,50.5625,48.7587890625,127.0625,107.3291015625,76.0625,106.5322265625,69.6875,52.2451171875,60.125,58.470703125,95.1875,39.8935546875,88.8125,1.5439453125
169,Ederson,/en/matches/e044d71d/Liverpool-Manchester-City-February-7-2021-Premier-League,Mohamed Salah,Scored,,77.65625,89.83837890625,71.0,76.421875,66.5625,60.8212890625,95.40625,79.02197265625,68.78125,83.04345703125,82.09375,89.90771484375,84.3125,78.8486328125,48.8125,42.7939453125,48.8125,40.5751953125,26.625,22.478515625,55.46875,34.02294921875,51.03125,38.39111328125,44.375,40.505859375,46.59375,40.54052734375,59.90625,22.99853515625,46.59375,36.10302734375
