,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
111,Ederson,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,Youri Tielemans,Scored,,-0.140625,0.28125,0.047486357,0.09375,0.21875,0.22529384,0.046875,-0.046875,-0.008992616,0.0,0.015625,0.00455885,-0.25,0.125,0.24529412,0.34375,0.34375,0.0031074912,0.0,0.0,0.0,-0.21875,-0.25,-0.04151615,-0.234375,-0.265625,-0.078704536,-0.296875,-0.40625,-0.12067714,-0.1875,0.03125,0.14277107,-0.078125,-0.140625,-0.064996935,-0.21875,-0.25,-0.061609346,-0.25,-0.234375,-0.05412032,-0.15625,-0.125,0.033092853,-0.0625,0.015625,0.019877745
112,Vicente Guaita,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,Jorginho,Scored,,-0.0625,0.34375,-0.0075681387,-0.234375,0.171875,0.063146226,-0.0625,0.015625,0.01981289,0.0625,0.0,-0.039806407,0.109375,0.234375,-0.026642935,0.28125,0.453125,-0.076571025,0.0,0.0,0.0,-0.109375,-0.15625,-0.067583494,-0.109375,-0.171875,-0.14716612,-0.265625,-0.25,-0.17690195,-0.21875,0.140625,0.031386215,-0.140625,0.015625,0.09810356,-0.1875,-0.171875,-0.121921614,-0.03125,-0.15625,-0.17235853,0.15625,-0.09375,-0.13186546,0.296875,-0.078125,-0.15589823
113,Vicente Guaita,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,Jorginho,Scored,,-0.140625,0.296875,0.059603754,-0.25,0.078125,0.031937197,-0.046875,0.0,0.031076197,0.03125,0.015625,-0.02865196,0.078125,0.21875,0.036031,0.28125,0.390625,-0.0011686496,0.0,0.0,0.0,-0.140625,-0.125,-0.070610374,-0.15625,-0.125,-0.1759322,-0.296875,-0.21875,-0.10261591,-0.125,0.3125,-0.022316989,-0.203125,0.015625,0.04011487,-0.21875,-0.125,-0.08309202,-0.078125,-0.109375,-0.21485679,0.09375,0.03125,-0.20165746,0.3125,0.375,-0.07192761
114,Nick Pope,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League,Callum Wilson,Scored,,-0.015625,0.296875,-0.08400809,-0.1875,0.078125,0.006035078,-0.03125,0.015625,-0.011064284,0.0625,0.0,0.008011155,0.28125,0.171875,0.1386883,0.421875,0.34375,0.05515631,0.0,0.0,0.0,-0.078125,-0.234375,-0.00032090442,-0.09375,-0.28125,-0.03489345,-0.140625,-0.4375,-0.042289406,-0.34375,0.09375,-0.055718884,-0.28125,-0.0625,-0.020141354,-0.1875,-0.203125,-0.05722494,0.03125,-0.265625,-0.023003012,0.140625,-0.15625,0.013313582,0.234375,-0.046875,0.01568984
115,Hugo Lloris,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,Bruno Fernandes,Scored,,-0.21875,0.21875,0.060278937,-0.203125,0.09375,0.10504804,-0.03125,0.0,0.0026373267,0.140625,-0.046875,-0.022580504,0.03125,0.078125,-0.18992552,0.046875,0.296875,-0.15830553,0.0,0.0,0.0,-0.09375,-0.171875,-0.00486389,-0.078125,-0.171875,0.016566291,-0.1875,-0.28125,-0.067446396,-0.234375,0.0625,0.09544171,-0.1875,-0.015625,0.06934268,-0.140625,-0.140625,0.05777297,-0.03125,-0.1875,-0.0364107,-0.15625,-0.03125,-0.08705321,-0.265625,0.078125,-0.028595634
116,David de Gea,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,Harry Kane,Scored,,0.34375,0.296875,0.037023682,0.21875,0.203125,0.08508523,0.078125,-0.03125,-0.010053778,-0.046875,0.015625,-0.00060049444,-0.046875,0.109375,0.023548998,0.328125,0.28125,0.13997501,0.0,0.0,0.0,-0.015625,-0.109375,-0.07106297,-0.015625,-0.109375,-0.12877291,0.1875,0.28125,-0.11414329,-0.078125,0.296875,-0.007154917,0.234375,0.203125,-0.03573929,0.1875,0.203125,-0.09692014,-0.03125,-0.109375,-0.089951485,-0.0625,-0.046875,0.0060078385,-0.0625,0.296875,-0.06379244
117,Karl Darlow,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,Bruno Fernandes,Missed,,0.203125,0.1875,0.056643877,0.140625,0.109375,0.034920197,-0.03125,0.015625,-0.0295304,0.015625,-0.015625,0.030666837,0.15625,0.109375,0.045800917,0.234375,0.203125,0.08658854,0.0,0.0,0.0,0.03125,-0.171875,-0.02367423,0.03125,-0.1875,-0.04892268,0.140625,-0.3125,-0.06098206,-0.0625,0.046875,-0.008253256,-0.109375,-0.03125,-0.03495422,-0.046875,-0.140625,-0.10691186,0.0625,-0.171875,-0.02057986,0.046875,-0.109375,0.084523186,0.09375,-0.109375,0.0016824629
118,Alphonse Areola,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,Billy Sharp,Scored,,0.34375,0.234375,0.020224776,0.15625,0.125,0.22118774,0.03125,0.0,-0.047399327,0.0,0.0,0.003962787,-0.25,0.078125,0.04800309,-0.109375,0.25,-0.10701538,0.0,0.0,0.0,0.015625,0.015625,-0.04659768,0.015625,0.0,-0.060891762,0.09375,0.078125,-0.20790115,0.078125,0.0,-0.013257042,0.09375,-0.078125,-0.039842945,0.078125,0.015625,-0.109882504,-0.15625,0.0,-0.06165334,-0.15625,0.046875,-0.06484662,0.046875,-0.015625,-0.053067096
119,Aaron Ramsdale,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,Aleksandar Mitrović,Missed,1.0,0.015625,0.296875,-0.07324664,-0.203125,0.078125,-0.09720988,-0.0625,0.015625,-0.015658174,0.046875,-0.015625,0.011627847,0.203125,0.140625,0.24970958,0.390625,0.359375,0.038160387,0.0,0.0,0.0,-0.0625,-0.25,-0.027202724,-0.046875,-0.25,-0.097512946,-0.046875,-0.453125,-0.104498036,-0.28125,-0.03125,-0.050408125,-0.25,-0.078125,-0.03139538,-0.1875,-0.25,-0.075881295,0.078125,-0.25,-0.07287767,0.15625,-0.109375,-0.003312842,0.109375,-0.046875,-0.039029445
120,Mathew Ryan,/en/matches/e96818bc/Crystal-Palace-Brighton-and-Hove-Albion-October-18-2020-Premier-League,Wilfried Zaha,Scored,,-0.0625,0.296875,0.014304383,-0.21875,0.140625,0.26188532,-0.078125,0.015625,0.029346382,0.046875,0.0,-0.034009196,0.046875,0.1875,0.163857,0.25,0.359375,0.0019180889,0.0,0.0,0.0,-0.125,-0.21875,-0.020441692,-0.125,-0.25,-0.07836627,-0.171875,-0.421875,-0.043311436,-0.21875,0.078125,0.03233862,-0.21875,-0.046875,0.026614418,-0.203125,-0.21875,-0.040584527,-0.046875,-0.21875,-0.10173317,-0.046875,-0.140625,-0.13789506,-0.109375,-0.15625,-0.06583592
121,Alisson,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,Sander Berge,Scored,,-0.046875,0.15625,0.12894793,-0.015625,0.140625,0.1577564,-0.046875,0.0,-0.0035065087,0.046875,-0.015625,-0.0015544489,0.140625,0.140625,0.13530599,0.296875,0.25,0.009370417,0.0,0.0,0.0,-0.03125,-0.1875,-0.036593378,-0.046875,-0.1875,-0.074945256,-0.078125,-0.3125,-0.04974077,-0.0625,-0.09375,0.042276926,-0.09375,-0.09375,0.014558224,-0.109375,-0.1875,-0.059206426,0.03125,-0.1875,-0.08296707,0.0625,-0.140625,-0.022006553,0.109375,-0.0625,0.032404825
122,Łukasz Fabiański,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,Mohamed Salah,Scored,,0.0625,0.359375,-0.044468857,0.15625,0.171875,0.09279291,0.03125,0.0,-0.03840885,-0.015625,0.0,0.038708657,-0.140625,0.21875,0.2526896,-0.328125,0.375,0.046572365,0.0,0.0,0.0,0.15625,-0.125,-0.018516712,0.171875,-0.15625,-0.054933995,0.265625,-0.265625,-0.026008902,0.015625,0.359375,-0.19028747,0.171875,-0.25,0.025850799,0.171875,-0.140625,-0.058247518,0.21875,-0.15625,-0.0587744,-0.09375,0.015625,0.040394664,-0.09375,0.046875,0.051675066
123,Alex McCarthy,/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,Ollie Watkins,Scored,,0.03125,0.34375,-0.13652316,-0.171875,0.109375,0.031030752,-0.0625,0.015625,-0.010740824,0.046875,-0.015625,-0.0094139725,0.21875,0.15625,0.054581996,0.40625,0.296875,0.036464065,0.0,0.0,0.0,-0.09375,-0.25,-0.029603286,-0.09375,-0.28125,-0.08278328,-0.140625,-0.453125,-0.06721364,-0.265625,0.0625,-0.040967807,-0.21875,-0.0625,-0.013539303,-0.203125,-0.21875,-0.08029146,0.03125,-0.265625,-0.08860826,0.109375,-0.140625,-0.03934788,0.1875,0.0,-0.07923436
124,Robin Olsen,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,Callum Wilson,Scored,,-0.0625,0.21875,0.100054525,-0.234375,0.078125,0.13756357,-0.046875,0.0,0.03162667,0.046875,0.0,-0.035779722,0.0,0.1875,-0.026336454,0.171875,0.34375,-0.03592077,0.0,0.0,0.0,-0.078125,-0.1875,-0.02482652,-0.078125,-0.203125,-0.07473836,-0.171875,-0.328125,-0.045206957,-0.203125,0.03125,-0.014510114,-0.109375,-0.0625,0.073685125,-0.140625,-0.1875,-0.012858865,-0.046875,-0.203125,-0.09604855,0.09375,-0.109375,-0.12507914,0.09375,-0.015625,-0.0819744
125,David de Gea,/en/matches/75dd1359/Manchester-United-Arsenal-November-1-2020-Premier-League,Pierre-Emerick Aubameyang,Scored,,0.0625,0.359375,-0.05119213,-0.046875,0.125,0.14098728,-0.03125,0.0,-0.029313318,0.0625,-0.015625,0.020409293,0.25,0.125,0.10746729,0.4375,0.359375,0.016124535,0.0,0.0,0.0,0.015625,-0.25,-0.0363153,0.0,-0.265625,-0.09795165,-0.046875,-0.421875,-0.08067217,0.25,-0.015625,0.0852318,-0.171875,-0.171875,-0.09894809,-0.09375,-0.25,-0.07151549,0.09375,-0.25,-0.070404984,0.171875,-0.125,0.004364497,0.296875,0.0625,-0.044557597
126,Robert Sánchez,/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,Harry Kane,Scored,,0.109375,0.25,-0.10010289,0.078125,0.078125,-0.17285496,-0.078125,0.0,-0.0439538,0.0625,-0.015625,0.033697326,0.203125,0.171875,0.06379395,0.140625,0.25,0.021240141,0.0,0.0,0.0,0.0625,-0.25,-0.031513687,0.078125,-0.28125,-0.07966749,0.15625,-0.421875,-0.07429976,-0.171875,-0.03125,-0.090227515,-0.125,-0.125,-0.09226688,-0.015625,-0.265625,-0.09498699,0.140625,-0.25,-0.06483936,0.15625,-0.109375,0.12823145,0.1875,-0.015625,0.05552011
127,Illan Meslier,/en/matches/55d775ec/Leeds-United-Leicester-City-November-2-2020-Premier-League,Youri Tielemans,Scored,,-0.453125,0.28125,0.12055616,-0.1875,0.125,0.11738157,-0.046875,0.0,-0.015010873,0.0625,0.015625,-0.0038634539,0.09375,0.203125,0.03623937,-0.125,0.359375,-0.09787819,0.0,0.0,0.0,-0.03125,-0.125,0.0052976273,-0.03125,-0.125,0.008346112,-0.046875,-0.25,0.061964132,-0.109375,-0.125,-0.12526721,-0.09375,-0.078125,-0.042741127,-0.078125,-0.125,-0.021278115,0.03125,-0.140625,-0.021401491,0.09375,-0.15625,-0.033858113,-0.03125,-0.21875,-0.111980654
128,Łukasz Fabiański,/en/matches/f075fddc/West-Ham-United-Fulham-November-7-2020-Premier-League,Ademola Lookman,Missed,,-0.203125,0.234375,-0.008334411,-0.265625,0.046875,0.12463919,-0.046875,0.0,0.026017755,0.03125,-0.015625,-0.034963306,0.015625,0.140625,0.13464878,0.1875,0.328125,-0.05120736,0.0,0.0,0.0,-0.171875,-0.171875,-0.01630656,-0.171875,-0.171875,-0.058083214,-0.296875,-0.28125,-0.093011774,-0.203125,0.0,0.034741767,-0.171875,-0.015625,0.08129116,-0.21875,-0.15625,-0.01823862,-0.125,-0.203125,-0.065333724,0.015625,-0.140625,-0.09628485,0.125,-0.03125,-0.08472511
129,Rui Patrício,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,Jamie Vardy,Scored,,0.359375,0.34375,0.19333461,0.203125,0.1875,0.21261102,0.046875,-0.046875,-0.020651879,-0.078125,0.03125,0.002876679,0.546875,-0.46875,-0.092844844,0.15625,0.390625,0.08870661,0.0,0.0,0.0,0.03125,0.15625,-0.012727772,0.046875,0.15625,-0.051312324,0.09375,0.234375,-0.15163384,0.359375,0.328125,-0.019456508,0.25,0.234375,-0.015405283,0.15625,0.140625,-0.08877999,-0.0625,0.1875,-0.027323797,0.0,0.296875,-0.02675864,0.140625,0.375,-0.03660932
130,Rui Patrício,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,Jamie Vardy,Missed,,0.109375,0.390625,-0.0480253,-0.078125,0.25,0.4949957,-0.09375,0.03125,0.018482238,0.0625,-0.015625,-0.001147414,0.171875,0.1875,0.23352374,0.34375,0.359375,-0.018386697,0.0,0.0,0.0,-0.046875,-0.234375,0.0015144158,-0.046875,-0.28125,-0.022252886,-0.015625,-0.40625,-0.024788197,-0.125,-0.078125,0.018542549,-0.140625,-0.15625,0.0067116036,-0.125,-0.265625,-0.0006897588,0.0625,-0.265625,0.046801686,0.03125,-0.1875,0.078104906,-0.046875,-0.078125,0.0436012
131,Alisson,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,Kevin De Bruyne,Missed,1.0,-0.28125,0.1875,0.10919798,0.015625,0.140625,0.16291791,0.015625,0.03125,0.0034535439,0.046875,0.03125,-0.019276153,0.046875,0.140625,0.18598294,-0.234375,0.21875,0.058621522,0.0,0.0,0.0,0.046875,-0.15625,-0.009931708,0.046875,-0.140625,-0.07392827,0.0625,-0.296875,-0.031593055,-0.15625,0.0,0.01568101,-0.09375,-0.09375,-0.010199923,-0.046875,-0.171875,-0.009375904,0.140625,-0.140625,-0.09958697,0.171875,-0.046875,0.004514107,-0.171875,0.03125,0.040090643
132,Ederson,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,Mohamed Salah,Scored,,-0.328125,0.453125,-0.00278483,-0.21875,0.21875,0.1521109,-0.078125,0.015625,-0.009053961,0.0625,0.0,0.011750823,0.21875,0.21875,0.10983467,0.328125,0.421875,-0.018547326,0.0,0.0,0.0,0.015625,-0.265625,-0.043760125,0.015625,-0.296875,-0.1154663,0.015625,-0.453125,-0.019185608,-0.25,-0.03125,-0.043482713,-0.21875,-0.1875,-0.031401556,-0.109375,-0.265625,-0.07979877,0.125,-0.265625,-0.087771796,0.1875,-0.1875,0.01564973,0.28125,-0.09375,-0.014874942
133,Sam Johnstone,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,Bruno Fernandes,Scored,,-0.265625,0.296875,0.057143655,-0.265625,0.140625,0.11322885,-0.046875,-0.015625,0.01193835,0.0625,-0.015625,-0.039169833,-0.046875,0.078125,-0.15087995,-0.140625,0.328125,-0.14405856,0.0,0.0,0.0,-0.125,-0.15625,-0.053931464,-0.125,-0.15625,-0.13076241,-0.28125,-0.203125,-0.072991945,-0.390625,0.078125,0.0039757094,-0.3125,-0.03125,0.027982619,-0.234375,-0.140625,-0.018494833,-0.0625,-0.171875,-0.19693816,0.140625,-0.015625,-0.20406346,-0.203125,-0.109375,-0.15979517
134,Jordan Pickford,/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League,Ivan Cavaleiro,Missed,,0.28125,0.34375,-0.021756897,0.171875,0.125,0.22337577,-0.046875,0.015625,-0.07082108,0.0,0.0,0.06904573,0.171875,0.078125,0.27094135,0.25,0.328125,0.035614043,0.0,0.0,0.0,0.15625,-0.203125,0.00016886555,0.140625,-0.203125,-0.010010254,0.1875,-0.359375,0.05834969,-0.078125,0.171875,-0.2491172,-0.0625,-0.046875,-0.16728565,0.046875,-0.203125,-0.052154996,0.25,-0.21875,0.0027678013,0.265625,-0.078125,0.024377163,0.3125,0.109375,0.090871766
135,Alisson,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,Neal Maupay,Missed,1.0,-0.1875,0.21875,0.030275218,-0.328125,0.046875,0.076554224,-0.046875,0.015625,0.021562269,0.015625,0.0,-0.037651885,0.078125,0.171875,0.1235902,0.28125,0.328125,-0.0021053809,0.0,0.0,0.0,-0.09375,-0.140625,-0.03248934,-0.09375,-0.140625,-0.08196403,-0.21875,-0.234375,-0.083966695,-0.203125,-0.03125,0.14713654,-0.234375,-0.09375,0.04527507,-0.140625,-0.125,-0.018903645,-0.046875,-0.125,-0.11816118,0.0,-0.09375,-0.091438785,0.03125,0.046875,-0.15915759
136,Alisson,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,Pascal Groß,Scored,,0.03125,0.3125,-0.062614284,0.109375,0.15625,-0.12777372,-0.046875,0.015625,-0.050635513,0.0625,0.0,0.04097739,0.21875,0.1875,0.04948187,0.15625,0.296875,0.03762975,0.0,0.0,0.0,0.125,-0.234375,-0.042987935,0.125,-0.25,-0.0987172,0.1875,-0.40625,-0.070158996,0.265625,0.0,0.0004278673,0.015625,-0.09375,-0.119412914,0.046875,-0.234375,-0.097829424,0.203125,-0.25,-0.072492965,0.21875,-0.109375,0.020835828,0.265625,-0.015625,0.06007228
137,Kasper Schmeichel,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League,Ivan Cavaleiro,Scored,,-0.390625,0.296875,-0.023284208,-0.171875,0.15625,0.06291238,-0.046875,-0.03125,-0.022420187,0.046875,0.015625,0.021614345,0.09375,0.125,0.32104743,0.109375,0.25,0.10005802,0.0,0.0,0.0,0.1875,-0.25,-0.020298386,0.203125,-0.28125,-0.08190446,0.28125,-0.4375,-0.021015937,-0.09375,-0.125,0.0019462578,0.0,-0.1875,-0.024349658,0.109375,-0.28125,-0.014981068,0.28125,-0.25,-0.058228303,0.234375,-0.140625,0.114424035,0.21875,-0.015625,0.04348701
138,Łukasz Fabiański,/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,Ollie Watkins,Missed,1.0,0.015625,0.34375,-0.050949786,-0.09375,0.1875,0.23764524,-0.0625,0.015625,-0.018426215,0.0625,0.0,0.009537814,0.265625,0.1875,0.20050494,0.390625,0.359375,0.062018413,0.0,0.0,0.0,-0.046875,-0.234375,-0.021935703,-0.046875,-0.25,-0.053573906,-0.046875,-0.40625,-0.047772218,-0.203125,0.078125,-0.028791063,-0.21875,-0.15625,-0.034186874,-0.171875,-0.21875,-0.102203935,0.078125,-0.234375,-0.04162498,0.1875,-0.171875,-0.01673426,0.21875,-0.0625,-0.050154377
139,Alphonse Areola,/en/matches/887dfef6/Manchester-City-Fulham-December-5-2020-Premier-League,Kevin De Bruyne,Scored,,0.15625,0.421875,-0.031753242,-0.03125,0.21875,0.051287405,-0.0625,0.03125,-0.017125435,0.0625,-0.015625,0.005445559,0.234375,0.171875,0.12838049,0.4375,0.328125,0.025819149,0.0,0.0,0.0,-0.03125,0.03125,-0.0018044044,-0.03125,0.03125,-0.015809309,-0.046875,-0.09375,-0.10226465,-0.1875,0.015625,0.01568527,-0.1875,0.015625,0.045997955,-0.078125,0.046875,0.003792496,0.03125,-0.015625,-0.024708629,0.078125,-0.1875,-0.10855345,-0.046875,-0.140625,-0.22643039
140,Alex McCarthy,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,Pascal Groß,Scored,,-0.09375,0.28125,-0.069290906,-0.21875,0.125,0.20939109,-0.0625,0.015625,0.019855576,0.046875,-0.015625,-0.031514376,0.078125,0.234375,0.03678963,0.28125,0.359375,-0.015082272,0.0,0.0,0.0,-0.140625,-0.171875,-0.04122955,-0.15625,-0.1875,-0.1065694,-0.28125,-0.296875,-0.08880252,-0.296875,-0.046875,0.063141905,-0.15625,-0.09375,0.060480226,-0.1875,-0.171875,-0.06836967,-0.09375,-0.171875,-0.10508579,-0.03125,-0.03125,-0.17359994,-0.09375,0.03125,-0.12123254
141,Mathew Ryan,/en/matches/32356abc/Brighton-and-Hove-Albion-Southampton-December-7-2020-Premier-League,Danny Ings,Scored,,-0.171875,0.296875,0.009611869,-0.15625,0.078125,0.18711391,-0.03125,-0.015625,0.043606043,0.03125,0.0,-0.047021907,-0.140625,0.09375,0.10959057,-0.03125,0.25,-0.015059823,0.0,0.0,0.0,-0.125,-0.203125,-0.023859698,-0.140625,-0.234375,-0.031940214,-0.21875,-0.375,-0.01752647,-0.25,0.03125,0.046504747,-0.171875,-0.0625,0.008306367,-0.15625,-0.203125,-0.014724746,-0.078125,-0.1875,-0.07140273,0.0625,-0.046875,-0.15950797,0.0625,0.109375,-0.1302408
142,Łukasz Fabiański,/en/matches/2d36ffad/Leeds-United-West-Ham-United-December-11-2020-Premier-League,Mateusz Klich,Scored,,-0.3125,0.390625,-0.015479986,-0.21875,0.203125,0.08627385,-0.0625,0.0,-0.009914821,0.0625,0.015625,0.0010317934,0.203125,0.203125,0.12814383,0.296875,0.421875,-0.012774024,0.0,0.0,0.0,0.0,-0.234375,-0.054288223,0.0,-0.234375,-0.11933015,0.03125,-0.375,-0.07679216,-0.21875,-0.15625,-0.095585644,-0.1875,-0.203125,-0.045850974,-0.09375,-0.234375,-0.05076513,0.109375,-0.234375,-0.05616211,0.25,-0.203125,-0.044214383,0.265625,-0.15625,-0.11350614
143,Rui Patrício,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,Anwar El Ghazi,Scored,,0.125,0.28125,-0.08947052,0.015625,0.109375,-0.16079986,-0.078125,0.015625,-0.037860375,0.0625,0.0,0.023734689,0.1875,0.21875,0.23793775,0.203125,0.3125,0.08844709,0.0,0.0,0.0,-0.03125,-0.28125,-0.04360482,-0.015625,-0.296875,-0.10741823,0.03125,-0.484375,-0.0744307,-0.21875,0.015625,-0.06382745,-0.234375,-0.109375,-0.060336627,-0.15625,-0.265625,-0.09708439,0.109375,-0.328125,-0.0748117,0.171875,-0.171875,0.035655674,0.21875,-0.0625,0.013690187
144,Edouard Mendy,/en/matches/4847e3c3/Everton-Chelsea-December-12-2020-Premier-League,Gylfi Sigurðsson,Scored,,0.1875,0.265625,-0.1627472,0.15625,0.0,-0.038232863,-0.078125,0.0,-0.052776482,0.046875,-0.015625,0.06713006,0.3125,0.109375,0.1446551,0.21875,0.171875,0.056917634,0.0,0.0,0.0,0.171875,-0.21875,-0.03970475,0.203125,-0.265625,-0.111025244,0.28125,-0.421875,-0.054706365,-0.046875,0.109375,-0.23162262,-0.109375,-0.046875,-0.18282004,0.0625,-0.234375,-0.12989824,0.28125,-0.21875,-0.045079827,0.328125,-0.109375,0.0035872948,0.40625,0.015625,-0.0038093734
145,Alphonse Areola,/en/matches/5abb0bd1/Fulham-Liverpool-December-13-2020-Premier-League,Mohamed Salah,Scored,,-0.375,0.390625,-0.14611955,-0.234375,0.15625,-0.04712173,-0.09375,0.0,-0.0038428176,0.078125,0.0,0.009211646,0.171875,0.171875,-0.00068107946,0.296875,0.375,-0.0752088,0.0,0.0,0.0,0.0,-0.203125,-0.047166616,0.0,-0.171875,-0.13769,0.015625,-0.34375,-0.10913594,-0.25,0.078125,-0.052449044,-0.1875,-0.03125,-0.015263196,-0.140625,-0.203125,-0.08028471,0.125,-0.1875,-0.09350909,0.203125,-0.015625,-0.066232845,0.234375,0.125,-0.093081586
146,Jordan Pickford,/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,Nicolas Pépé,Scored,,-0.09375,0.28125,0.17961605,-0.09375,0.0625,0.2641119,0.0625,-0.015625,0.034720443,-0.03125,0.015625,-0.052596327,-0.25,0.109375,0.108603865,-0.109375,0.25,0.13432418,0.0,0.0,0.0,-0.171875,-0.1875,-0.006069476,-0.171875,-0.203125,-0.0003340412,-0.203125,-0.34375,-0.032082804,-0.375,0.0,0.1737212,-0.203125,-0.09375,0.17892979,-0.109375,-0.203125,0.02173996,-0.21875,-0.171875,-0.06644633,-0.359375,-0.0625,-0.0072903465,-0.421875,0.015625,0.0122034075
147,Alphonse Areola,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,Callum Wilson,Scored,,-0.390625,0.375,-0.015261851,-0.21875,0.171875,0.16905631,-0.0625,-0.015625,0.0068681366,0.078125,0.015625,0.0041165804,0.125,0.140625,-0.044355094,-0.078125,0.390625,-0.09311052,0.0,0.0,0.0,0.0625,-0.15625,-0.023044555,0.0625,-0.15625,-0.06893395,0.0,-0.140625,-0.05708102,-0.25,-0.0625,-0.046072096,-0.171875,-0.21875,0.03404233,-0.046875,-0.15625,0.014373764,0.15625,-0.15625,-0.040496193,0.234375,-0.125,0.02434747,0.15625,-0.109375,-0.10686999
148,Hugo Lloris,/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,Jamie Vardy,Scored,,-0.09375,0.3125,0.10195632,-0.203125,0.15625,0.24083297,-0.03125,0.0,0.059021987,0.03125,0.0,-0.03731065,-0.140625,0.1875,0.08621688,-0.03125,0.359375,-0.028670745,0.0,0.0,0.0,-0.125,-0.203125,-0.06990032,-0.140625,-0.265625,-0.12984818,-0.21875,-0.3125,-0.1468889,0.140625,-0.078125,-0.012710595,0.015625,-0.1875,-0.003706631,-0.09375,-0.21875,-0.09238295,-0.109375,-0.21875,-0.1506807,0.046875,-0.140625,-0.13479492,-0.09375,-0.25,-0.25505358
149,Illan Meslier,/en/matches/b7ab53b3/Manchester-United-Leeds-United-December-20-2020-Premier-League,Bruno Fernandes,Scored,,-0.234375,0.1875,0.14052129,-0.171875,0.078125,0.35284162,-0.125,-0.015625,-0.023436977,0.078125,0.0,0.01133513,0.28125,0.015625,0.050797462,0.390625,0.234375,0.07318756,0.0,0.0,0.0,0.0,-0.28125,-0.035422847,-0.015625,-0.28125,-0.10577036,0.03125,-0.453125,-0.046210498,-0.296875,0.015625,-0.18700118,-0.28125,-0.15625,-0.05706735,-0.125,-0.3125,-0.07732615,0.125,-0.25,-0.10095166,0.234375,-0.109375,-0.048854694,0.28125,0.015625,-0.095074
150,Sam Johnstone,/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,Anwar El Ghazi,Scored,,-0.1875,0.265625,-0.025141452,-0.171875,0.109375,0.124072865,-0.046875,0.0,0.015306528,0.046875,0.0,-0.031016242,-0.0625,0.09375,0.03568462,-0.171875,0.265625,-0.12978314,0.0,0.0,0.0,-0.09375,-0.1875,-0.016862465,-0.109375,-0.21875,-0.046608765,-0.1875,-0.359375,-0.07616913,-0.296875,0.0625,0.04738767,-0.21875,-0.046875,0.051740993,-0.171875,-0.171875,-0.005248691,-0.03125,-0.1875,-0.07905593,-0.0625,-0.09375,-0.088396564,-0.125,-0.09375,-0.09812171
